,joystick,executed
1122,"[-0.11030485158493028, 0.027975130113158105]",[-0.2099593812943811]
1123,"[-0.21033659354052317, 0.12847855487683485]",[-0.13520597749501345]
1124,"[-0.31036833549609477, 0.22898197964049022]",[-0.01159354951567224]
1125,"[-0.7012902324113333, 0.5526814669057312]",[-0.09088006489553092]
1126,"[-0.9839336661099566, 0.7754305946252282]",[-0.06346889835564572]
1127,"[-1.0, 0.7880923494476428]",[0.13462982522790518]
1128,"[-1.0, 0.7880923494476428]",[0.3783660112213837]
1129,"[-1.0, 0.7880923494476428]",[0.4590991462431437]
1130,"[-1.0, 0.7880923494476428]",[0.5037139086895176]
1131,"[-1.0, 0.7880923494476428]",[0.6259849468840241]
1132,"[-1.0, 0.7880923494476428]",[0.7847109419918599]
1133,"[-1.0, 0.7880923494476428]",[0.9808687138308884]
1134,"[-1.0, 0.7880923494476428]",[0.9873428673937741]
1135,"[-1.0, 0.7880923494476428]",[0.9613738225915821]
1136,"[-1.0, 0.7880923494476428]",[0.9240945387072003]
1137,"[-1.0, 0.7880923494476428]",[0.938881483963737]
1138,"[-1.0, 0.7880923494476428]",[0.9471785534091183]
1139,"[-1.0, 0.7880923494476428]",[0.9652443761721174]
1140,"[-1.0, 0.7880923494476428]",[0.9548191032124774]
1141,"[-1.0, 0.7880923494476428]",[0.9236339872273623]
1142,"[-1.0, 0.7880923494476428]",[0.9135955115009506]
1143,"[-1.0, 0.7880923494476428]",[0.9120116408573057]
1144,"[-1.0, 0.7880923494476428]",[0.911213412266512]
1145,"[-1.0, 0.7880923494476428]",[0.878009600613599]
1146,"[-1.0, 0.7880923494476428]",[0.8711761309356604]
1147,"[-1.0, 0.7880923494476428]",[0.882148366829946]
1148,"[-1.0, 0.7880923494476428]",[0.8711822589834473]
1149,"[-1.0, 0.7880923494476428]",[0.8476436297639149]
1150,"[-1.0, 0.7880923494476428]",[0.7758415800487191]
1151,"[-0.9897028622572744, 0.6806938470416519]",[0.7383486821588362]
1152,"[-0.931429769798992, 0.07290913861559356]",[0.49402455381305144]
1153,"[-0.8731566773407093, -0.534875569810465]",[0.15996663846258552]
1154,"[-0.5180738716782436, -0.40829005471834356]",[-0.1045898924808466]
1155,"[-0.05241734288823047, -0.04130970690858826]",[-0.2064301357066044]
1156,"[0.24385999936657363, 0.19218419983710372]",[-0.16206679345281327]
1157,"[0.5197162352598785, 0.4095843888920415]",[-0.1000400371693186]
1158,"[0.7317024700138874, 0.576649118689888]",[0.11766569581242889]
