,joystick,executed
4454,"[1.8351390361785889, 1.4462590345850668]",[1.3131904561511754]
4455,"[1.8351390361785889, 1.4462590345850668]",[1.393474822590966]
4456,"[1.8351390361785889, 1.4462590345850668]",[1.4226982849802594]
4457,"[1.8351390361785889, 1.4462590345850668]",[1.4606865180751103]
4458,"[1.8351390361785889, 1.4462590345850668]",[1.3353006643221468]
4459,"[1.8351390361785889, 1.4462590345850668]",[1.299245670590441]
4460,"[1.8351390361785889, 1.4462590345850668]",[1.3185020062240176]
4461,"[1.8351390361785889, 1.4462590345850668]",[1.3256123770845263]
4462,"[1.8351390361785889, 1.4462590345850668]",[1.350740675188288]
4463,"[1.8351390361785889, 1.4462590345850668]",[1.3658793427225402]
4464,"[1.8351390361785889, 1.4462590345850668]",[1.3498042608801903]
4465,"[1.8351390361785889, 1.4462590345850668]",[1.3820250481428538]
4466,"[1.8351390361785889, 1.4462590345850668]",[1.2950377933133919]
4467,"[1.8351390361785889, 1.4462590345850668]",[1.3097617552672873]
4468,"[1.8351390361785889, 1.4462590345850668]",[1.390554776376425]
4469,"[1.8351390361785889, 1.4462590345850668]",[1.3037742313346794]
4470,"[1.8351390361785889, 1.4462590345850668]",[1.39475211755724]
4471,"[1.8351390361785889, 1.4462590345850668]",[1.39366287225728]
4472,"[1.8351390361785889, 1.4462590345850668]",[1.386998119043481]
4473,"[1.8351390361785889, 1.4462590345850668]",[1.4668868920956437]
4474,"[1.8351390361785889, 1.4462590345850668]",[1.324874524756923]
4475,"[1.8351390361785889, 1.4462590345850668]",[1.3518688920757957]
4476,"[1.8351390361785889, 1.4462590345850668]",[1.3659659218562732]
4477,"[1.8351390361785889, 1.4462590345850668]",[1.3827109552939048]
4478,"[1.8351390361785889, 1.4462590345850668]",[1.4423809894524564]
4479,"[1.8351390361785889, 1.4462590345850668]",[1.4157352823977134]
4480,"[1.8351390361785889, 1.4462590345850668]",[1.3695081309287138]
4481,"[1.8351390361785889, 1.4462590345850668]",[1.3632200291325018]
4482,"[1.8351390361785889, 1.4462590345850668]",[1.3749819436135782]
4483,"[1.8351390361785889, 1.4462590345850668]",[1.4367859734045938]
4484,"[1.8351390361785889, 1.4462590345850668]",[1.2926200455544095]
4485,"[1.8351390361785889, 1.1423852752820074]",[1.2270379504324822]
4486,"[1.8351390361785889, 0.7785055235143248]",[0.9975094246962114]
4487,"[1.8351390361785889, 0.7603283109030887]",[0.7102531658808202]
4488,"[1.8351390361785889, -0.2490829288995411]",[-0.2652077027168597]
4489,"[1.8351390361785889, -1.412915996796422]",[-1.3459841466168347]
4490,"[1.8351390361785889, -1.4462590345850668]",[-1.6334635474545647]
4491,"[1.8351390361785889, -1.4462590345850668]",[-1.6443743612508126]
4492,"[1.8351390361785889, -1.4462590345850668]",[-1.6181317221068576]
4493,"[1.8351390361785889, -1.4462590345850668]",[-1.5903270010261927]
4494,"[1.8351390361785889, -1.4462590345850668]",[-1.530511678396429]
4495,"[1.8351390361785889, -1.4462590345850668]",[-1.4518730813311138]
4496,"[1.8351390361785889, -1.4462590345850668]",[-1.4122705052050943]
4497,"[1.8351390361785889, -1.4462590345850668]",[-1.3869335454363354]
4498,"[1.8351390361785889, -1.4462590345850668]",[-1.332789055732996]
4499,"[1.8351390361785889, -1.4462590345850668]",[-1.3660102260040672]
4500,"[1.8351390361785889, -1.4462590345850668]",[-1.3407994963367946]
4501,"[1.8351390361785889, -1.4462590345850668]",[-1.3317591655933496]
4502,"[1.8351390361785889, -1.4462590345850668]",[-1.3655018404376875]
4503,"[1.8351390361785889, -1.4462590345850668]",[-1.311935533434497]
4504,"[1.8351390361785889, -1.4462590345850668]",[-1.4243597869178608]
4505,"[1.8351390361785889, -1.4462590345850668]",[-1.4012989188838159]
4506,"[1.8351390361785889, -1.4462590345850668]",[-1.4451503153053384]
4507,"[1.8351390361785889, -1.4462590345850668]",[-1.4329921044763188]
4508,"[1.8351390361785889, -1.4462590345850668]",[-1.355918209421371]
4509,"[1.8351390361785889, -1.4462590345850668]",[-1.459779822863586]
4510,"[1.8351390361785889, -1.4462590345850668]",[-1.416146624754579]
4511,"[1.8351390361785889, -1.4462590345850668]",[-1.4101801614308722]
4512,"[1.8351390361785889, -1.4462590345850668]",[-1.4181444492149766]
4513,"[1.8351390361785889, -1.4462590345850668]",[-1.3086904589559274]
4514,"[1.8351390361785889, -1.4462590345850668]",[-1.3552301811392427]
4515,"[1.8351390361785889, -1.4462590345850668]",[-1.3381422771808555]
4516,"[1.8351390361785889, -1.4462590345850668]",[-1.4175972812028448]
4517,"[1.8351390361785889, -1.4462590345850668]",[-1.3900976452070453]
4518,"[1.8351390361785889, -1.4462590345850668]",[-1.3139972365386094]
4519,"[1.8351390361785889, -1.4462590345850668]",[-1.4030969410223824]
4520,"[1.8351390361785889, -1.4462590345850668]",[-1.3610153674232293]
4521,"[1.8351390361785889, -1.4462590345850668]",[-1.374903735762337]
4522,"[1.8351390361785889, -1.4462590345850668]",[-1.3458988127263711]
4523,"[1.8351390361785889, -1.4462590345850668]",[-1.3301719822406644]
4524,"[1.8351390361785889, -1.4462590345850668]",[-1.4279472918824583]
4525,"[1.8351390361785889, -1.4462590345850668]",[-1.3830853029485326]
4526,"[1.8351390361785889, -1.4462590345850668]",[-1.348320753206855]
4527,"[1.8351390361785889, -1.4462590345850668]",[-1.3778585154718817]
4528,"[1.8351390361785889, -1.4462590345850668]",[-1.337684344735722]
4529,"[1.8351390361785889, -1.4462590345850668]",[-1.4063761735455265]
4530,"[1.8351390361785889, -1.4462590345850668]",[-1.3705725642574462]
4531,"[1.8351390361785889, -1.4462590345850668]",[-1.3670990832387822]
4532,"[1.8351390361785889, -1.4462590345850668]",[-1.4088497583442654]
4533,"[1.8351390361785889, -1.4462590345850668]",[-1.5282223950847769]
4534,"[1.8351390361785889, -1.4462590345850668]",[-1.6928727077502295]
4535,"[1.8351390361785889, -1.4462590345850668]",[-1.6934618664259173]
4536,"[1.8351390361785889, -1.4462590345850668]",[-1.4869936915382445]
4537,"[1.8351390361785889, -1.4462590345850668]",[-1.2765126322065279]
4538,"[1.8351390361785889, -1.4462590345850668]",[-1.3374093909355846]
4539,"[1.8351390361785889, -1.4462590345850668]",[-1.413688683611856]
4540,"[1.8351390361785889, -1.4462590345850668]",[-1.4432168546661104]
4541,"[1.8351390361785889, -1.4462590345850668]",[-1.381436607600592]
4542,"[1.8351390361785889, -1.4462590345850668]",[-1.4485770882143394]
4543,"[1.8351390361785889, -1.4462590345850668]",[-1.430401444183331]
4544,"[1.8351390361785889, -1.4462590345850668]",[-1.3899915152469975]
4545,"[1.8351390361785889, -1.4462590345850668]",[-1.5230556287645796]
4546,"[1.8351390361785889, -1.4462590345850668]",[-1.3894857821858781]
4547,"[1.8351390361785889, -1.4462590345850668]",[-1.3133620565517437]
4548,"[1.8351390361785889, -1.4462590345850668]",[-1.3587922302415267]
4549,"[1.8351390361785889, -1.4462590345850668]",[-1.3604258576881134]
4550,"[1.8351390361785889, -1.4462590345850668]",[-1.3953096462815573]
4551,"[1.8351390361785889, -1.4462590345850668]",[-1.3452964838261865]
4552,"[1.8351390361785889, -1.4462590345850668]",[-1.389479627078177]
4553,"[1.8351390361785889, -1.4462590345850668]",[-1.3994593185792936]
4554,"[1.8351390361785889, -1.4462590345850668]",[-1.3682470113686729]
4555,"[1.8351390361785889, -1.4462590345850668]",[-1.4364457199842111]
4556,"[1.8351390361785889, -1.4462590345850668]",[-1.4066530913045427]
4557,"[1.8351390361785889, -1.4462590345850668]",[-1.4580804633760838]
4558,"[1.8351390361785889, -1.4462590345850668]",[-1.3180848117100548]
4559,"[1.8351390361785889, -1.4462590345850668]",[-1.3619598056847038]
4560,"[1.8351390361785889, -1.4462590345850668]",[-1.4482543371049956]
4561,"[1.8351390361785889, -1.4462590345850668]",[-1.3228490618291282]
4562,"[1.8351390361785889, -1.4462590345850668]",[-1.3737060238042518]
4563,"[1.8351390361785889, -1.4462590345850668]",[-1.4532304522927417]
4564,"[1.8351390361785889, -1.4462590345850668]",[-1.3647078981987868]
4565,"[1.8351390361785889, -1.4462590345850668]",[-1.4005240373371497]
4566,"[1.8351390361785889, -1.4462590345850668]",[-1.280913205104929]
4567,"[1.8351390361785889, -1.4462590345850668]",[-1.3207594276348944]
4568,"[1.8351390361785889, -1.4462590345850668]",[-1.3918506033382134]
4569,"[1.8351390361785889, -1.4462590345850668]",[-1.366589584904928]
4570,"[1.8351390361785889, -1.4462590345850668]",[-1.438168528909587]
4571,"[1.8351390361785889, -1.4462590345850668]",[-1.383204166783431]
4572,"[1.8351390361785889, -1.2090513123611208]",[-0.7834015088054147]
4573,"[1.8351390361785889, 0.0]",[-0.2493480800864027]
4574,"[1.8351390361785889, 0.0]",[-0.03557031411980433]
4575,"[1.8351390361785889, 0.0]",[-0.04758783450422695]
4576,"[1.8351390361785889, 0.0]",[0.2724956017623328]
4577,"[1.8351390361785889, 0.0]",[1.1432160282500528]
4578,"[1.8351390361785889, 0.33148599312711735]",[1.6419571897496312]
4579,"[1.8351390361785889, 1.4462590345850668]",[1.6902744966333745]
4580,"[1.8351390361785889, 1.4462590345850668]",[1.6750281342961242]
4581,"[1.8351390361785889, 1.4462590345850668]",[1.6661333500606819]
4582,"[1.8351390361785889, 1.4462590345850668]",[1.577878652698298]
4583,"[1.8351390361785889, 1.4462590345850668]",[1.4183286332211995]
4584,"[1.8351390361785889, 1.4462590345850668]",[1.3926429414402735]
4585,"[1.8351390361785889, 1.4462590345850668]",[1.450855823181561]
4586,"[1.8351390361785889, 1.4462590345850668]",[1.3982809294735719]
4587,"[1.8351390361785889, 1.4462590345850668]",[1.5108314317893903]
4588,"[1.8351390361785889, 1.4462590345850668]",[1.4657450530961968]
4589,"[1.8351390361785889, 1.4462590345850668]",[1.4457171246346543]
4590,"[1.8351390361785889, 1.4462590345850668]",[0.765562374891551]
4591,"[1.8351390361785889, 0.3492417024778163]",[0.09396146440985559]
4592,"[1.615623868676799, 0.0]",[-1.0702587705073066]
4593,"[1.7752781803968132, -1.0027059286747388]",[-1.6572669760201695]
4594,"[1.6961917794204195, -1.3367557645572166]",[-1.7602450130582872]
4595,"[1.6907864809036255, -1.3324958901496504]",[-1.7514211606450287]
4596,"[1.6907864809036255, -1.3324958901496504]",[-1.557052347877666]
4597,"[1.7100333296235728, -0.4885765169777836]",[-0.5110365688646915]
4598,"[1.749483082827051, 1.241182545385507]",[0.9482264986162501]
4599,"[1.7526780366897583, 1.3812721517601134]",[1.648295156744229]
4600,"[1.7526780366897583, 1.3812721517601134]",[1.6801515299409124]
4601,"[1.773308515548706, 1.3975308743142916]",[1.6538857537884994]
4602,"[1.773308515548706, 1.3975308743142916]",[1.5599024673849882]
4603,"[1.773308515548706, 1.3975308743142916]",[1.5779729753267222]
4604,"[1.773308515548706, 1.3975308743142916]",[1.5032042332681252]
4605,"[1.773308515548706, 1.3975308743142916]",[1.4608380077001422]
4606,"[1.773308515548706, 1.3975308743142916]",[1.4349776900256306]
4607,"[1.773308515548706, 1.3975308743142916]",[1.5070269758601813]
4608,"[1.648875210227375, 1.2994659383740679]",[1.7882548607344304]
4609,"[1.1602741415647126, 0.9144031742290814]",[1.8360355790041731]
4610,"[0.886654257774353, 0.6987654371571458]",[1.8386333817551073]
4611,"[0.886654257774353, 0.6987654371571458]",[1.8406299487718016]
4612,"[0.886654257774353, 0.6987654371571458]",[1.7705708050643723]
4613,"[0.886654257774353, 0.6987654371571458]",[1.6031577297667794]
4614,"[0.886654257774353, 0.6987654371571458]",[1.4762956911390301]
4615,"[0.8969389796257019, 0.7068707477643907]",[1.3995172332300416]
4616,"[0.8969389796257019, 0.7068707477643907]",[1.2319600843671428]
4617,"[0.8969389796257019, 0.7068707477643907]",[1.13292983358436]
4618,"[1.1144115864004234, 0.8782592453779843]",[1.0713914994662537]
4619,"[1.5406760447725765, 1.2141950038625215]",[1.2020600623381246]
